date,heading,heading_sentiment,price,url,body,body_sentiment
2018-10-12,"Tesla, Inc (TSLA) Full Tax Credit Set to Go Away",4,258.78,https://stocknews.com/news/tsla-tesla-inc-tsla-full-tax-credit-set-to-go-away/,"
Tesla, Inc (NASDAQ:TSLA) customers have until October, 15th to take advantage of a $7,500 tax credit when ordering vehicles.
more
The new time-sensitive offer has the potential to give sales a major boost, but it also comes with the challenge of delivering the vehicles on time with the deadline the company has insisted on.
Tech Crunch provides details:
The tax credit begins to phase out once a manufacturer has sold 200,000 qualifying vehicles in the U.S. Under these rules, Tesla customers have to take delivery of their new Model S, Model X or Model 3 by December 31. Tesla explained how the tax credit would phase out and the Dec. 31 delivery deadline two months ago.
Until Thursday, it wasn’t clear if or when Tesla would impose a deadline for customers to order their electric vehicle.
The deadline for vehicles ordered before October, 15 to be delivered is before the end of 2018.
Tesla, Inc shares were trading at $258.78 per share on Friday afternoon, up $6.55 (+2.60%). Year-to-date, TSLA has declined -16.88%, versus a 4.76% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of D (Sell), and is ranked #10 of 25 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-11,Lots of Uncertainty Surrounding Next Tesla Inc (TSLA) Chairman,3,256.88,https://stocknews.com/news/tsla-lots-of-uncertainty-surrounding-next-tesla-inc-tsla-chairman/,"
The Financial Times has reported on who the new chairman of Tesla Inc (NASDAQ:TSLA), but CEO Elon Musk has basically said not so fast. Musk has taken to Twitter to dispute the report. more
CNBC has the news.
Outgoing Twenty-First Century Fox Chief Executive James Murdoch is the lead candidate to replace Elon Musk as Tesla chairman, the Financial Times reported on Wednesday, but Musk in a tweeted reply to the newspaper said, “This is incorrect.”
Tesla has until Nov. 13 to appoint an independent chairman of the board, part of settlements reached last month between Tesla, Musk and U.S. regulators in the wake of Musk tweeting in August that he had secured funding to take the electric car maker private.
The Securities and Exchange Commission came down hard on Musk over his flippant tweets about potentially taking the company private. He’ll be allowed to stay in place as CEO, but a new chairman will need to be appointed. According to Musk, Murdoch is not the choice, although reports indicate he wants the gig.
Tesla Inc shares rose $0.01 (0.00%) in premarket trading Thursday. Year-to-date, TSLA has declined -17.26%, versus a 5.32% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of D (Sell), and is ranked #10 of 25 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-11,Tesla CEO Elon Musk denies FT report suggesting James Murdoch is a lead candidate for TSLA chairman,3,256.88,https://stocknews.com/news/tsla-tesla-ceo-elon-musk-denies-ft-report-suggesting-james-murdoch/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-10,"Company is procuring land in Shanghai for $145 mln plant, according to Bloomberg",3,262.80,https://stocknews.com/news/tsla-company-is-procuring-land-in-shanghai-for-145-mln-plant/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-10,"Tesla Director James Murdoch said to be the favorite to succeed Elon Musk as Chairman, according to the FT",4,262.80,https://stocknews.com/news/tsla-tesla-director-james-murdoch-said-to-be-the-favorite-to/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-08,"Macquarie initiates coverage with Outperform rating, $430 PT",3,250.56,https://stocknews.com/news/tsla-macquarie-initiates-coverage-with-outperform-rating-430-pt/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-08,"Tesla, Inc (TSLA) Stresses Safety as Test Results Prove Company’s Models are Low-Risk Injury Vehicles",3,261.95,https://stocknews.com/news/tsla-tesla-inc-tsla-stresses-safety-as-test-results-prove-companys/,"
Tesla, Inc (NASDAQ:TSLA) has received safety perfect scores for its Model 3 car.more
The National Highway Traffic Safety Administration (NHTSA) gave perfect safety scores to the Model 3, and it even appears to score higher than average on statistics that are not usually provided by the federal government. Tesla posted a blog post which boasted a statistic from the NHTSA, making it “safer than any other vehicle.”
CNET provides details:
As for Tesla’s other two vehicles, the Model S and Model X, the news is almost as good. According to Tesla’s chart, its larger vehicles sit right next to the Model 3 on the probability-of-injury chart. Tesla’s image doesn’t name any runners-up from other automakers, although some vehicles appear to be pretty close.
It is unclear exactly how these statistic are acquired by the NHTSA, but Tesla’s repeated success in every subcategory grants consumers serious reason for confidence in the electric car manufacturer.
Tesla, Inc shares were trading at $250.20 per share on Monday afternoon, down $11.75 (-4.49%). Year-to-date, TSLA has declined -19.64%, versus a 9.34% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #8 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-06,Hedge Fund Sees a Bad End to Tesla’s (TSLA) Run,1,261.95,https://stocknews.com/news/tsla-hedge-fund-sees-a-bad-end-to-teslas-tsla-run/,"
Tesla, Inc (NASDAQ:TSLA) is showing similar signs to Lehman Brothers before its 2008 bankruptcy, according to analyst.more
Greenlight Capital president David Einhorn, who famously predicted the collapse of Lehman Brothers, sees dark times ahead for Tesla. Einhorn pointed to the way the electric car company deflects criticism and hides problems.
Market Watch provides a quote from the analyst:
“There are many parallels to TSLA,” Einhorn said. “In 2013, TSLA was on the brink of failure as customers who had paid deposits weren’t taking delivery of the Model S. TSLA’s cash reserves fell to a dangerously low level and CEO Elon Musk secretly and desperately tried to sell the company to Google. Rather than communicating truth to shareholders, Mr. Musk bluffed his way through the crisis. There were no regulatory, legal or market consequences for failing to own up to reality. The business survived, and Mr. Musk was celebrated for his successful bluffing.”
Musk’s success has emboldened him to continue being deceptive, according to Einhorn. After receiving a fine from the SEC last week, Musk sent out an indignant, provocative tweet, mocking the organization as the “Shortseller Enrichment Commission.”
Tesla, Inc shares closed at $261.95 on Friday, down $-19.88 (-7.05%). Year-to-date, TSLA has declined -15.87%, versus a 9.26% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #8 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-05,"Tesla, Inc (TSLA) CEO Elon Musk Still Not a Fan of the SEC",3,281.83,https://stocknews.com/news/tsla-tesla-inc-tsla-ceo-elon-musk-still-not-a-fan/,"
Tesla, Inc (NASDAQ:TSLA) CEO Elon Musk sends another provocative tweet out shortly after settling with the SEC.more
Musk sent out a tweet Thursday saying, “Just want to that the Short seller Enrichment Commission is doing incredible work. And the name change is so on point!” Ironically, the original issue was also caused by a tweet, in which Musk claimed he was taking the company private. The SEC sued Musk for the tweet, saying that it was misleading and caused major market disruption.
ZDNET provides details:
As part of the settlement, Tesla executives are meant to monitor Musk’s posts in the interest of the company and investors. If Musk continues on his one-man Twitter crusade, perhaps they will see a need for more firm action when it comes to the executive’s use of social media platforms — especially as these messages now have the power to impact the share price of the company.
Musk will retain his role as CEO, but must step down from chair and not seek reelection for three years, according to the agreement reached in the compromise.
Tesla, Inc shares were trading at $262.22 per share on Friday afternoon, down $19.61 (-6.96%). Year-to-date, TSLA has declined -15.78%, versus a 9.24% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #8 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-05,Greenlight's David Einhorn in Q3 letter likens Tesla to Lehman Brothers - Bloomberg,3,281.83,https://stocknews.com/news/tsla-greenlights-david-einhorn-in-q3-letter-likens-tesla-to-lehman/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-04,Evercore ISI sets PT at $299,3,281.83,https://stocknews.com/news/tsla-evercore-isi-sets-pt-at-299/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-04,How Elusive Are Tesla’s (TSLA) Profits?,3,281.83,https://stocknews.com/news/tsla-how-elusive-are-teslas-tsla-profits/,"
Tesla, Inc (NASDAQ:TSLA) has maintained spotlight in the media for the past few weeks and many are curious about its ability to turn a profit.more
Elon Musk’s most recent SEC fine and settlement has been a source of constant media attention, and Tesla’s ability to make a profit will be a major factor in determining the company’s fate. The Motley Fool’s John Brommels is skeptical, pointing to the fact that 2018’s Q2 was Tesla’s biggest quarterly loss to date.
The Motley Fool provides context:
Musk had recently sent an email to Tesla employees — posted on the company’s blog — in which he stated, “We are about to have the most amazing quarter in our history, building and delivering more than twice as many cars as we did last quarter.” That would have translated to producing more than 106,000 vehicles and delivering more than 81,000. It’s unclear whether Musk was referring to Q3 2018 or Q4 2018 — or, for that matter, Q1 2019 — as the quarter when this feat would occur. Tesla’s there on the deliveries but not on the production…at least, not yet.
CEO Elon Musk has failed to meet promises regarding the electric car company in the past, but it did meet ambitious quarterly production goals of its Model 3 and could theoretically make a profit if it continues to maintain its production rate. The company has proven to maintain high stock prices without profits, but they will be necessary as the electric car sector begins to become more competitive.
Tesla, Inc shares were trading at $281.83 per share on Thursday afternoon, down $12.97 (-4.40%). Year-to-date, TSLA has declined -9.48%, versus a 9.88% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #10 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-04,"Tesla CEO Elon Musk taunts SEC, says ""Shortseller Enrichment Commission is doing incredible work""",4,281.83,https://stocknews.com/news/tsla-tesla-ceo-elon-musk-taunts-sec-says-shortseller-enrichment-commission/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-04,Moody’s Sounds a Warning on Trade Fears Affecting Tesla Inc's (TSLA) Bottom Line,3,294.80,https://stocknews.com/news/tsla-moodys-sounds-a-warning-on-trade-fears-affecting-tesla-incs/,"
Tesla Inc (NASDAQ:TSLA) is another company that could be impacted by a trade war between the United States and China. That’s the word from both J.P. Morgan and Moody’s, which have separately sounded the alarm of concern. more
CNBC has the details.
The escalating trade conflict between the U.S. and China could be bad news for Tesla, according to J.P. Morgan.
On Tuesday, Tesla cautioned investors about the “headwinds” in China from the trade war in its third-quarter vehicle production and deliveries announcement. The company said the trade conflict has led to a 40 percent import tariff on Tesla vehicles exported to China.
In a note to clients,  J.P. Morgan analyst Ryan Brinkman pointed out that the deliveries release speaks to challenges in China relative to the increase in tariffs for vehicles imported from the United States.” Moody’s analyst Bruce Clark expressed additional concerns in his research note.
“Cash generation could be dampened, however, by rising trade tensions with China,” he wrote. “China is an important long-term market for Tesla and exports to the country represented approximately 20% of automotive revenues during 2017.”
Tesla Inc shares fell $0.87 (-0.30%) in premarket trading Thursday. Year-to-date, TSLA has declined -5.32%, versus a 10.75% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #9 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",3
2018-10-03,Berenberg sets PT at $500,3,301.02,https://stocknews.com/news/tsla-berenberg-sets-pt-at-500-71293735/,"
Tesla Inc. designs, develops, manufactures, and sells electric vehicles, electric vehicle powertrain components, and stationary energy storage systems in the United States, China, Norway, and internationally. The company was founded in 2003 and is based in Palo Alto, California. View our full TSLA ticker page with ratings, news, and more.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
2018-10-02,Hedge Fund Legend Continues to See Tesla Inc (TSLA) Becoming a Trillion Dollar Company,4,310.70,https://stocknews.com/news/tsla-hedge-fund-legend-continues-to-see-tesla-inc-tsla-becoming/,"
There always seems to be an air of negativity surrounding Tesla Inc (NASDAQ:TSLA), and that makes it pretty tough to envision it becoming a trillion-dollar company down the road. Don’t tell that to Ron Baron, the billionaire founder of Baron Capital. more
CNBC passes along what Baron had to say.
Major Tesla shareholder Ron Baron told CNBC on Tuesday the electric automaker could be a $1 trillion company in revenue by 2030.
“I think it could be a $500 billion battery business, $500 billion car business. I give that better than 50-50 chance,” the billionaire buy-and-hold investor said.
Baron acknowledges that the vibe around Tesla would be better if CEO Elon Musk would ease up on his Twitter posting habits. However, he also notes that he believes the company is actually close to self-funding.
“I think this is going to be the biggest car company,” he said.
Tesla Inc shares fell $0.14 (-0.05%) in premarket trading Tuesday. Year-to-date, TSLA has gained 0.85%, versus a 10.64% rise in the benchmark S&P 500 index during the same period.
TSLA currently has a StockNews.com POWR Rating of C (Neutral), and is ranked #9 of 24 stocks in the Auto & Vehicle Manufacturers category.
Get access to our daily newsletters, Best Stocks List, POWR Ratings, and much more!Free for 14 days -- no credit card required!
Sign Up Now",4
